"state","puma5","msacmsa","pmsa","stab","msaname","pmsaname","pop2k","afact"
"06","06801","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",191282,1 
"06","06802","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",137014,1 
"06","06900","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",108724,1 
"06","07000","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",126003,1 
"06","07100","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",165198,1 
"06","07200","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",189594,1 
"06","07300","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",143072,1 
"06","07400","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",128919,1 
"06","07501","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",156600,1 
"06","07502","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",181377,1 
"06","07601","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",172917,1 
"06","07602","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",168193,1 
"06","07603","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",187462,1 
"06","07604","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",205563,1 
"06","07605","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",188133,1 
"06","07606","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",200540,1 
"06","07607","4472","5945","CA","Los Angeles-Riverside-Orange County, CA (C)","Orange County, CA (P)",195698,1 
"06","07700","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",124966,1 
"06","07801","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",111647,1 
"06","07802","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",143519,1 
"06","07900","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",142381,1 
"06","08001","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",288783,1 
"06","08002","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",196134,1 
"06","08003","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",182040,1 
"06","08004","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",196172,1 
"06","08005","4472","6780","CA","Los Angeles-Riverside-Orange County, CA (C)","Riverside-San Bernardino, CA (P)",159745,1 
"06","08101","7320"," ","CA","San Diego, CA"," ",241025,1 
"06","08102","7320"," ","CA","San Diego, CA"," ",124020,1 
"06","08103","7320"," ","CA","San Diego, CA"," ",149147,1 
"06","08104","7320"," ","CA","San Diego, CA"," ",183293,1 
"06","08105","7320"," ","CA","San Diego, CA"," ",210139,1 
"06","08106","7320"," ","CA","San Diego, CA"," ",107380,1 
"06","08107","7320"," ","CA","San Diego, CA"," ",168125,1 
"06","08108","7320"," ","CA","San Diego, CA"," ",227240,1 
"06","08109","7320"," ","CA","San Diego, CA"," ",230212,1 
"06","08110","7320"," ","CA","San Diego, CA"," ",125132,1 
"06","08111","7320"," ","CA","San Diego, CA"," ",139299,1 
"06","08112","7320"," ","CA","San Diego, CA"," ",164234,1 
"06","08113","7320"," ","CA","San Diego, CA"," ",176440,1 
"06","08114","7320"," ","CA","San Diego, CA"," ",172344,1 
"06","08115","7320"," ","CA","San Diego, CA"," ",208114,1 
"06","08116","7320"," ","CA","San Diego, CA"," ",187689,1 
"06","08200","9999"," ","CA","Non-metro"," ",142361,1 
"08","00101","2670"," ","CO","Fort Collins-Loveland, CO"," ",12749,0.127 
"08","00101","2995"," ","CO","Grand Junction, CO"," ",3112,0.031 
"08","00101","9999"," ","CO","Non-metro"," ",84228,0.842 
"08","00102","2670"," ","CO","Fort Collins-Loveland, CO"," ",120093,1 
"08","00103","2995"," ","CO","Grand Junction, CO"," ",113143,1 
"08","00200","2670"," ","CO","Fort Collins-Loveland, CO"," ",118652,1 
"08","00300","2082","3060","CO","Denver-Boulder-Greeley, CO (C)","Greeley, CO (P)",180936,1 
"08","00400","9999"," ","CO","Non-metro"," ",133491,1 
"08","00501","6560"," ","CO","Pueblo, CO"," ",7499,0.074 
"08","00501","9999"," ","CO","Non-metro"," ",93256,0.926 
"08","00502","6560"," ","CO","Pueblo, CO"," ",133973,1 
"08","00600","9999"," ","CO","Non-metro"," ",147931,1 
"08","00700","9999"," ","CO","Non-metro"," ",119652,1 
"08","00801","2082","1125","CO","Denver-Boulder-Greeley, CO (C)","Boulder-Longmont, CO (P)",15998,0.149 
"08","00801","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",77389,0.72 
"08","00801","9999"," ","CO","Non-metro"," ",14079,0.131 
"08","00802","2082","1125","CO","Denver-Boulder-Greeley, CO (C)","Boulder-Longmont, CO (P)",113092,1 
"08","00803","2082","1125","CO","Denver-Boulder-Greeley, CO (C)","Boulder-Longmont, CO (P)",107227,1 
"08","00804","2082","1125","CO","Denver-Boulder-Greeley, CO (C)","Boulder-Longmont, CO (P)",54971,0.54 
"08","00804","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",46827,0.46 
"08","00805","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",105982,1 
"08","00806","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",110684,1 
"08","00807","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",101408,1 
"08","00808","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",112814,1 
"08","00809","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",103816,1 
"08","00810","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",113602,1 
"08","00811","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",102959,1 
"08","00812","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",117406,1 
"08","00813","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",100089,1 
"08","00814","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",100910,1 
"08","00815","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",142364,1 
"08","00816","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",114985,1 
"08","00817","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",109722,1 
"08","00818","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",100888,1 
"08","00819","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",135315,1 
"08","00820","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",104775,1 
"08","00821","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",106540,1 
"08","00822","2082","2080","CO","Denver-Boulder-Greeley, CO (C)","Denver, CO (P)",100807,1 
"08","00901","1720"," ","CO","Colorado Springs, CO"," ",102268,1 
"08","00902","1720"," ","CO","Colorado Springs, CO"," ",101808,1 
"08","00903","1720"," ","CO","Colorado Springs, CO"," ",101046,1 
"08","00904","1720"," ","CO","Colorado Springs, CO"," ",109251,1 
"08","00905","1720"," ","CO","Colorado Springs, CO"," ",102556,1 
"08","01000","9999"," ","CO","Non-metro"," ",100968,1 
"09","00100","3280"," ","CT","Hartford, CT"," ",37163,0.204 
"09","00100","5602","1930","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Danbury, CT (P)",34677,0.19 
"09","00100","5602","8880","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Waterbury, CT (P)",41784,0.229 
"09","00100","9999"," ","CT","Non-metro"," ",68569,0.376 
"09","00200","3280"," ","CT","Hartford, CT"," ",148366,0.987 
"09","00200","9999"," ","CT","Non-metro"," ",2012,0.013 
"09","00300","3280"," ","CT","Hartford, CT"," ",104315,1 
"09","00400","3280"," ","CT","Hartford, CT"," ",154723,1 
"09","00500","3280"," ","CT","Hartford, CT"," ",107980,1 
"09","00600","3280"," ","CT","Hartford, CT"," ",107081,1 
"09","00700","3280"," ","CT","Hartford, CT"," ",111128,1 
"09","00800","3280"," ","CT","Hartford, CT"," ",121578,1 
"09","00900","3280"," ","CT","Hartford, CT"," ",135671,0.995 
"09","00900","9999"," ","CT","Non-metro"," ",693,0.005 
"09","01000","1122","9240","CT","Boston-Worcester-Lawrence, MA-NH-ME-CT (C)","Worcester, MA-CT (P)",8878,0.081 
"09","01000","3280"," ","CT","Hartford, CT"," ",29205,0.268 
"09","01000","5520"," ","CT","New London-Norwich, CT-RI"," ",19311,0.177 
"09","01000","9999"," ","CT","Non-metro"," ",51697,0.474 
"09","01100","3280"," ","CT","Hartford, CT"," ",21458,0.166 
"09","01100","5520"," ","CT","New London-Norwich, CT-RI"," ",104926,0.814 
"09","01100","9999"," ","CT","Non-metro"," ",2528,0.02 
"09","01200","5520"," ","CT","New London-Norwich, CT-RI"," ",128160,0.985 
"09","01200","9999"," ","CT","Non-metro"," ",2016,0.015 
"09","01300","3280"," ","CT","Hartford, CT"," ",104442,0.674 
"09","01300","5520"," ","CT","New London-Norwich, CT-RI"," ",10367,0.067 
"09","01300","5602","5480","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","New Haven-Meriden, CT (P)",19112,0.123 
"09","01300","9999"," ","CT","Non-metro"," ",21150,0.136 
"09","01400","5602","1160","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Bridgeport, CT (P)",15067,0.122 
"09","01400","5602","5480","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","New Haven-Meriden, CT (P)",28543,0.231 
"09","01400","5602","8880","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Waterbury, CT (P)",79929,0.647 
"09","01500","5602","5480","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","New Haven-Meriden, CT (P)",124305,1 
"09","01600","5602","1160","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Bridgeport, CT (P)",46399,0.395 
"09","01600","5602","5480","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","New Haven-Meriden, CT (P)",70936,0.605 
"09","01700","5602","1160","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Bridgeport, CT (P)",52305,0.444 
"09","01700","5602","5480","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","New Haven-Meriden, CT (P)",65593,0.556 
"09","01800","5602","5480","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","New Haven-Meriden, CT (P)",110034,1 
"09","01900","5602","8880","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Waterbury, CT (P)",107271,1 
"09","02000","5602","5480","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","New Haven-Meriden, CT (P)",123626,1 
"09","02100","5602","1930","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Danbury, CT (P)",183303,1 
"09","02200","5602","1160","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Bridgeport, CT (P)",206179,1 
"09","02300","5602","8040","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Stamford-Norwalk, CT (P)",236473,1 
"09","02400","5602","1160","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Bridgeport, CT (P)",139529,1 
"09","02500","5602","8040","CT","New York, Northern New Jersey, Long Island, NY-NJ-CT-PA (C)","Stamford-Norwalk, CT (P)",117083,1 
"10","00101","6162","9160","DE","Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD (C)","Wilmington-Newark, DE-MD (P)",150716,1 
"10","00102","6162","9160","DE","Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD (C)","Wilmington-Newark, DE-MD (P)",125253,1 
"10","00103","6162","9160","DE","Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD (C)","Wilmington-Newark, DE-MD (P)",122063,1 
"10","00104","6162","9160","DE","Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD (C)","Wilmington-Newark, DE-MD (P)",102233,1 
"10","00200","2190"," ","DE","Dover, DE"," ",126697,1 
"10","00300","9999"," ","DE","Non-metro"," ",156638,1 
"11","00101","8872","8840","DC","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",101578,1 
"11","00102","8872","8840","DC","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",106159,1 
"11","00103","8872","8840","DC","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",117201,1 
"11","00104","8872","8840","DC","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",139614,1 
"11","00105","8872","8840","DC","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",107507,1 
"12","00101","6080"," ","FL","Pensacola, FL"," ",193053,1 
"12","00102","6080"," ","FL","Pensacola, FL"," ",101357,1 
"12","00200","6080"," ","FL","Pensacola, FL"," ",117743,1 
"12","00300","2750"," ","FL","Fort Walton Beach, FL"," ",170498,1 
"12","00400","9999"," ","FL","Non-metro"," ",126893,1 
"12","00500","6015"," ","FL","Panama City, FL"," ",148217,1 
"12","00600","9999"," ","FL","Non-metro"," ",118181,1 
"12","00701","8240"," ","FL","Tallahassee, FL"," ",171782,1 
"12","00702","8240"," ","FL","Tallahassee, FL"," ",112757,1 
"12","00800","9999"," ","FL","Non-metro"," ",117907,1 
"12","00900","9999"," ","FL","Non-metro"," ",118302,1 
"12","01001","2900"," ","FL","Gainesville, FL"," ",107751,1 
"12","01002","2900"," ","FL","Gainesville, FL"," ",110204,1 
"12","01101","3600"," ","FL","Jacksonville, FL"," ",106695,1 
"12","01102","3600"," ","FL","Jacksonville, FL"," ",136875,1 
"12","01103","3600"," ","FL","Jacksonville, FL"," ",105872,1 
"12","01104","3600"," ","FL","Jacksonville, FL"," ",124697,1 
"12","01105","3600"," ","FL","Jacksonville, FL"," ",104611,1 
"12","01106","3600"," ","FL","Jacksonville, FL"," ",101008,1 
"12","01107","3600"," ","FL","Jacksonville, FL"," ",156784,1 
"12","01200","3600"," ","FL","Jacksonville, FL"," ",123135,1 
"12","01300","3600"," ","FL","Jacksonville, FL"," ",140814,1 
"12","01400","2020"," ","FL","Daytona Beach, FL"," ",49832,0.414 
"12","01400","9999"," ","FL","Non-metro"," ",70423,0.586 
"12","01501","5790"," ","FL","Ocala, FL"," ",104671,1 
"12","01502","5790"," ","FL","Ocala, FL"," ",154245,1 
"12","01600","9999"," ","FL","Non-metro"," ",171430,1 
"12","01700","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",130802,1 
"12","01801","5960"," ","FL","Orlando, FL"," ",105439,1 
"12","01802","5960"," ","FL","Orlando, FL"," ",105089,1 
"12","01901","2020"," ","FL","Daytona Beach, FL"," ",192698,1 
"12","01902","2020"," ","FL","Daytona Beach, FL"," ",120738,1 
"12","01903","2020"," ","FL","Daytona Beach, FL"," ",129907,1 
"12","02001","5960"," ","FL","Orlando, FL"," ",154102,1 
"12","02002","5960"," ","FL","Orlando, FL"," ",104758,1 
"12","02003","5960"," ","FL","Orlando, FL"," ",106336,1 
"12","02101","4900"," ","FL","Melbourne-Titusville-Palm Bay, FL"," ",155942,1 
"12","02102","4900"," ","FL","Melbourne-Titusville-Palm Bay, FL"," ",118603,1 
"12","02103","4900"," ","FL","Melbourne-Titusville-Palm Bay, FL"," ",100779,1 
"12","02104","4900"," ","FL","Melbourne-Titusville-Palm Bay, FL"," ",100906,1 
"12","02201","5960"," ","FL","Orlando, FL"," ",101682,1 
"12","02202","5960"," ","FL","Orlando, FL"," ",179736,1 
"12","02203","5960"," ","FL","Orlando, FL"," ",129757,1 
"12","02204","5960"," ","FL","Orlando, FL"," ",136998,1 
"12","02205","5960"," ","FL","Orlando, FL"," ",102607,1 
"12","02206","5960"," ","FL","Orlando, FL"," ",141404,1 
"12","02207","5960"," ","FL","Orlando, FL"," ",104160,1 
"12","02300","5960"," ","FL","Orlando, FL"," ",172493,1 
"12","02401","3980"," ","FL","Lakeland-Winter Haven, FL"," ",150697,1 
"12","02402","3980"," ","FL","Lakeland-Winter Haven, FL"," ",125708,1 
"12","02403","3980"," ","FL","Lakeland-Winter Haven, FL"," ",102295,1 
"12","02404","3980"," ","FL","Lakeland-Winter Haven, FL"," ",105224,1 
"12","02501","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",117591,1 
"12","02502","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",119444,1 
"12","02503","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",107730,1 
"12","02601","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",119663,1 
"12","02602","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",103249,1 
"12","02603","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",113201,1 
"12","02604","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",105885,1 
"12","02605","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",117145,1 
"12","02606","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",109279,1 
"12","02607","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",125883,1 
"12","02608","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",127177,1 
"12","02701","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",138437,1 
"12","02702","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",149564,1 
"12","02703","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",116729,1 
"12","02704","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",147502,1 
"12","02705","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",105500,1 
"12","02706","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",101490,1 
"12","02707","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",133534,1 
"12","02708","8280"," ","FL","Tampa-St. Petersburg-Clearwater, FL"," ",106192,1 
"12","02801","7510"," ","FL","Sarasota-Bradenton, FL"," ",134394,1 
"12","02802","7510"," ","FL","Sarasota-Bradenton, FL"," ",129608,1 
"12","02901","7510"," ","FL","Sarasota-Bradenton, FL"," ",175152,1 
"12","02902","7510"," ","FL","Sarasota-Bradenton, FL"," ",150805,1 
"12","03000","6580"," ","FL","Punta Gorda, FL"," ",141627,1 
"12","03100","9999"," ","FL","Non-metro"," ",193299,1 
"12","03200","9999"," ","FL","Non-metro"," ",148857,1 
"12","03300","2710"," ","FL","Fort Pierce-Port St. Lucie, FL"," ",192695,1 
"12","03400","2710"," ","FL","Fort Pierce-Port St. Lucie, FL"," ",126731,1 
"12","03501","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",183935,1 
"12","03502","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",129888,1 
"12","03503","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",110005,1 
"12","03504","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",107544,1 
"12","03505","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",129324,1 
"12","03506","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",107735,1 
"12","03507","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",105032,1 
"12","03508","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",102811,1 
"12","03509","8960"," ","FL","West Palm Beach-Boca Raton, FL"," ",154910,1 
"12","03601","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",132951,1 
"12","03602","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",105683,1 
"12","03603","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",104503,1 
"12","03604","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",109935,1 
"12","03605","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",141829,1 
"12","03606","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",174040,1 
"12","03607","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",106010,1 
"12","03608","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",144356,1 
"12","03609","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",112455,1 
"12","03610","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",135089,1 
"12","03611","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",130089,1 
"12","03612","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",102383,1 
"12","03613","4992","2680","FL","Miami-Fort Lauderdale, FL (C)","Fort Lauderdale, FL (P)",123695,1 
"12","03701","5345"," ","FL","Naples, FL"," ",123148,1 
"12","03702","5345"," ","FL","Naples, FL"," ",128229,1 
"12","03800","2700"," ","FL","Fort Myers-Cape Coral, FL"," ",102286,1 
"12","03901","2700"," ","FL","Fort Myers-Cape Coral, FL"," ",117247,1 
"12","03902","2700"," ","FL","Fort Myers-Cape Coral, FL"," ",105694,1 
"12","03903","2700"," ","FL","Fort Myers-Cape Coral, FL"," ",115661,1 
"12","04001","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",102123,1 
"12","04002","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",104643,1 
"12","04003","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",105305,1 
"12","04004","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",118445,1 
"12","04005","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",137551,1 
"12","04006","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",101338,1 
"12","04007","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",128514,1 
"12","04008","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",125727,1 
"12","04009","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",101190,1 
"12","04010","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",110054,1 
"12","04011","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",158650,1 
"12","04012","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",138722,1 
"12","04013","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",108940,1 
"12","04014","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",111491,1 
"12","04015","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",128513,1 
"12","04016","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",104501,1 
"12","04017","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",117082,1 
"12","04018","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",102653,1 
"12","04019","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",120654,1 
"12","04020","4992","5000","FL","Miami-Fort Lauderdale, FL (C)","Miami, FL (P)",27266,0.255 
"12","04020","9999"," ","FL","Non-metro"," ",79589,0.745 
"13","00100","1560"," ","GA","Chattanooga, TN-GA"," ",129489,1 
"13","00200","9999"," ","GA","Non-metro"," ",164135,1 
"13","00300","9999"," ","GA","Non-metro"," ",161774,1 
"13","00400","9999"," ","GA","Non-metro"," ",124728,1 
"13","00500","0500"," ","GA","Athens, GA"," ",153444,1 
"13","00600","9999"," ","GA","Non-metro"," ",139277,1 
"13","00700","0520"," ","GA","Atlanta, GA"," ",157697,1 
"13","00800","0520"," ","GA","Atlanta, GA"," ",121390,0.884 
"13","00800","9999"," ","GA","Non-metro"," ",15999,0.116 
"13","00900","0520"," ","GA","Atlanta, GA"," ",106831,1 
"13","01000","9999"," ","GA","Non-metro"," ",110971,1 
"13","01101","0520"," ","GA","Atlanta, GA"," ",112940,1 
"13","01102","0520"," ","GA","Atlanta, GA"," ",178889,1 
"13","01103","0520"," ","GA","Atlanta, GA"," ",107185,1 
"13","01104","0520"," ","GA","Atlanta, GA"," ",104024,1 
"13","01105","0520"," ","GA","Atlanta, GA"," ",106368,1 
"13","01106","0520"," ","GA","Atlanta, GA"," ",103547,1 
"13","01107","0520"," ","GA","Atlanta, GA"," ",103053,1 
"13","01201","0520"," ","GA","Atlanta, GA"," ",112100,1 
"13","01202","0520"," ","GA","Atlanta, GA"," ",129097,1 
"13","01203","0520"," ","GA","Atlanta, GA"," ",104195,1 
"13","01204","0520"," ","GA","Atlanta, GA"," ",108004,1 
"13","01205","0520"," ","GA","Atlanta, GA"," ",102456,1 
"13","01206","0520"," ","GA","Atlanta, GA"," ",110013,1 
"13","01301","0520"," ","GA","Atlanta, GA"," ",112650,1 
"13","01302","0520"," ","GA","Atlanta, GA"," ",115072,1 
"13","01303","0520"," ","GA","Atlanta, GA"," ",105222,1 
"13","01304","0520"," ","GA","Atlanta, GA"," ",106916,1 
"13","01305","0520"," ","GA","Atlanta, GA"," ",167891,1 
"13","01401","0520"," ","GA","Atlanta, GA"," ",123603,1 
"13","01402","0520"," ","GA","Atlanta, GA"," ",112914,1 
"13","01501","0520"," ","GA","Atlanta, GA"," ",111742,1 
"13","01502","0520"," ","GA","Atlanta, GA"," ",131284,1 
"13","01503","0520"," ","GA","Atlanta, GA"," ",103717,1 
"13","01504","0520"," ","GA","Atlanta, GA"," ",121758,1 
"13","01505","0520"," ","GA","Atlanta, GA"," ",119947,1 
"13","01600","0520"," ","GA","Atlanta, GA"," ",132112,1 
"13","01700","0520"," ","GA","Atlanta, GA"," ",119341,1 
"13","01800","0520"," ","GA","Atlanta, GA"," ",179442,1 
"13","01900","0520"," ","GA","Atlanta, GA"," ",141903,1 
"13","02000","0520"," ","GA","Atlanta, GA"," ",238895,1 
"13","02100","9999"," ","GA","Non-metro"," ",179852,1 
"13","02200","9999"," ","GA","Non-metro"," ",100533,1 
"13","02300","0600"," ","GA","Augusta-Aiken, GA-SC"," ",199775,1 
"13","02400","0600"," ","GA","Augusta-Aiken, GA-SC"," ",110519,1 
"13","02500","9999"," ","GA","Non-metro"," ",109027,1 
"13","02600","9999"," ","GA","Non-metro"," ",138592,1 
"13","02700","4680"," ","GA","Macon, GA"," ",153887,1 
"13","02800","4680"," ","GA","Macon, GA"," ",168662,1 
"13","02900","1800"," ","GA","Columbus, GA-AL"," ",23695,0.193 
"13","02900","9999"," ","GA","Non-metro"," ",98823,0.807 
"13","03000","1800"," ","GA","Columbus, GA-AL"," ",186291,1 
