"state","puma5","msacmsa","pmsa","stab","msaname","pmsaname","pop2k","afact"
"13","03100","1800"," ","GA","Columbus, GA-AL"," ",14882,0.126 
"13","03100","9999"," ","GA","Non-metro"," ",102910,0.874 
"13","03200","9999"," ","GA","Non-metro"," ",108166,1 
"13","03300","9999"," ","GA","Non-metro"," ",155028,1 
"13","03400","7520"," ","GA","Savannah, GA"," ",131510,1 
"13","03500","7520"," ","GA","Savannah, GA"," ",100538,1 
"13","03600","7520"," ","GA","Savannah, GA"," ",60952,0.424 
"13","03600","9999"," ","GA","Non-metro"," ",82761,0.576 
"13","03700","9999"," ","GA","Non-metro"," ",111232,1 
"13","03800","9999"," ","GA","Non-metro"," ",138033,1 
"13","03900","9999"," ","GA","Non-metro"," ",114573,1 
"13","04000","0120"," ","GA","Albany, GA"," ",120822,1 
"13","04100","9999"," ","GA","Non-metro"," ",140668,1 
"13","04200","9999"," ","GA","Non-metro"," ",110388,1 
"13","04300","9999"," ","GA","Non-metro"," ",112319,1 
"15","00100","9999"," ","HI","Non-metro"," ",186704,1 
"15","00200","9999"," ","HI","Non-metro"," ",148677,1 
"15","00301","3320"," ","HI","Honolulu, HI"," ",113560,1 
"15","00302","3320"," ","HI","Honolulu, HI"," ",117994,1 
"15","00303","3320"," ","HI","Honolulu, HI"," ",102724,1 
"15","00304","3320"," ","HI","Honolulu, HI"," ",109509,1 
"15","00305","3320"," ","HI","Honolulu, HI"," ",109354,1 
"15","00306","3320"," ","HI","Honolulu, HI"," ",144481,1 
"15","00307","3320"," ","HI","Honolulu, HI"," ",178534,1 
"16","00100","9999"," ","ID","Non-metro"," ",178333,1 
"16","00200","9999"," ","ID","Non-metro"," ",100533,1 
"16","00300","9999"," ","ID","Non-metro"," ",163031,1 
"16","00400","9999"," ","ID","Non-metro"," ",103307,1 
"16","00500","1080"," ","ID","Boise City, ID"," ",131441,1 
"16","00600","1080"," ","ID","Boise City, ID"," ",185787,1 
"16","00700","1080"," ","ID","Boise City, ID"," ",115117,1 
"16","00800","9999"," ","ID","Non-metro"," ",162397,1 
"16","00900","6340"," ","ID","Pocatello, ID"," ",75565,0.491 
"16","00900","9999"," ","ID","Non-metro"," ",78442,0.509 
"17","00101","1960"," ","IL","Davenport-Moline-Rock Island, IA-IL"," ",7282,0.068 
"17","00101","9999"," ","IL","Non-metro"," ",99616,0.932 
"17","00102","1960"," ","IL","Davenport-Moline-Rock Island, IA-IL"," ",84704,0.833 
"17","00102","9999"," ","IL","Non-metro"," ",16957,0.167 
"17","00103","1960"," ","IL","Davenport-Moline-Rock Island, IA-IL"," ",108408,1 
"17","00200","9999"," ","IL","Non-metro"," ",118232,1 
"17","00300","9999"," ","IL","Non-metro"," ",115838,1 
"17","00400","9999"," ","IL","Non-metro"," ",124712,1 
"17","00500","9999"," ","IL","Non-metro"," ",104351,1 
"17","00600","9999"," ","IL","Non-metro"," ",104075,1 
"17","00700","9999"," ","IL","Non-metro"," ",110889,1 
"17","00800","9999"," ","IL","Non-metro"," ",149561,1 
"17","00900","9999"," ","IL","Non-metro"," ",183020,1 
"17","01000","9999"," ","IL","Non-metro"," ",130777,1 
"17","01101","7040"," ","IL","St. Louis, MO-IL"," ",181480,1 
"17","01102","7040"," ","IL","St. Louis, MO-IL"," ",137756,1 
"17","01201","7040"," ","IL","St. Louis, MO-IL"," ",122336,1 
"17","01202","7040"," ","IL","St. Louis, MO-IL"," ",158273,1 
"17","01300","7880"," ","IL","Springfield, IL"," ",111454,1 
"17","01400","7880"," ","IL","Springfield, IL"," ",89983,0.743 
"17","01400","9999"," ","IL","Non-metro"," ",31183,0.257 
"17","01500","2040"," ","IL","Decatur, IL"," ",114706,1 
"17","01600","9999"," ","IL","Non-metro"," ",105715,1 
"17","01700","6120"," ","IL","Peoria-Pekin, IL"," ",112936,1 
"17","01800","6120"," ","IL","Peoria-Pekin, IL"," ",105966,1 
"17","01900","6120"," ","IL","Peoria-Pekin, IL"," ",128485,1 
"17","02000","1040"," ","IL","Bloomington-Normal, IL"," ",150433,1 
"17","02100","1400"," ","IL","Champaign-Urbana, IL"," ",179669,1 
"17","02200","9999"," ","IL","Non-metro"," ",169172,1 
"17","02300","1602","3740","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Kankakee, IL (P)",103833,1 
"17","02400","9999"," ","IL","Non-metro"," ",111509,1 
"17","02500","9999"," ","IL","Non-metro"," ",116937,1 
"17","02600","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",88969,0.712 
"17","02600","9999"," ","IL","Non-metro"," ",36062,0.288 
"17","02700","6880"," ","IL","Rockford, IL"," ",51032,0.51 
"17","02700","9999"," ","IL","Non-metro"," ",48979,0.49 
"17","02800","6880"," ","IL","Rockford, IL"," ",150115,1 
"17","02900","6880"," ","IL","Rockford, IL"," ",170089,1 
"17","03001","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",105693,1 
"17","03002","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",113751,1 
"17","03003","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",143591,1 
"17","03004","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",109171,1 
"17","03005","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",115553,1 
"17","03006","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",130981,1 
"17","03101","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",121487,1 
"17","03102","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",114467,1 
"17","03103","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",142062,1 
"17","03104","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",161785,1 
"17","03201","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",194667,1 
"17","03202","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",118616,1 
"17","03203","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",117604,1 
"17","03204","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",148110,1 
"17","03205","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",124553,1 
"17","03206","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",200611,1 
"17","03301","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",109714,1 
"17","03302","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",133084,1 
"17","03303","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",191558,1 
"17","03304","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",104957,1 
"17","03305","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",105043,1 
"17","03401","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",124847,1 
"17","03402","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",217585,1 
"17","03403","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",252722,1 
"17","03404","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",220200,1 
"17","03405","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",233593,1 
"17","03406","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",119164,1 
"17","03407","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",183170,1 
"17","03408","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",192156,1 
"17","03409","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",147937,1 
"17","03410","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",162526,1 
"17","03411","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",174613,1 
"17","03412","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",109887,1 
"17","03413","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",180802,1 
"17","03414","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",161525,1 
"17","03501","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",189233,1 
"17","03502","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",159137,1 
"17","03503","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",149668,1 
"17","03504","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",152977,1 
"17","03505","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",128905,1 
"17","03506","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",156130,1 
"17","03507","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",117527,1 
"17","03508","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",151504,1 
"17","03509","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",240141,1 
"17","03510","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",145127,1 
"17","03511","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",135102,1 
"17","03512","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",170965,1 
"17","03513","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",204193,1 
"17","03514","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",126435,1 
"17","03515","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",175683,1 
"17","03516","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",171275,1 
"17","03517","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",105622,1 
"17","03518","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",108102,1 
"17","03519","1602","1600","IL","Chicago-Gary-Kenosha, IL-IN-WI (C)","Chicago, IL (P)",108288,1 
"18","00100","1602","2960","IN","Chicago-Gary-Kenosha, IL-IN-WI (C)","Gary, IN (P)",102746,1 
"18","00201","1602","2960","IN","Chicago-Gary-Kenosha, IL-IN-WI (C)","Gary, IN (P)",120599,1 
"18","00202","1602","2960","IN","Chicago-Gary-Kenosha, IL-IN-WI (C)","Gary, IN (P)",159881,1 
"18","00203","1602","2960","IN","Chicago-Gary-Kenosha, IL-IN-WI (C)","Gary, IN (P)",101338,1 
"18","00300","1602","2960","IN","Chicago-Gary-Kenosha, IL-IN-WI (C)","Gary, IN (P)",146798,1 
"18","00400","9999"," ","IN","Non-metro"," ",110106,1 
"18","00500","7800"," ","IN","South Bend, IN"," ",107789,1 
"18","00600","7800"," ","IN","South Bend, IN"," ",157770,1 
"18","00700","2330"," ","IN","Elkhart-Goshen, IN"," ",182791,1 
"18","00800","2760"," ","IN","Fort Wayne, IN"," ",40285,0.26 
"18","00800","9999"," ","IN","Non-metro"," ",114398,0.74 
"18","00900","2760"," ","IN","Fort Wayne, IN"," ",205727,1 
"18","01000","2760"," ","IN","Fort Wayne, IN"," ",126122,1 
"18","01100","2760"," ","IN","Fort Wayne, IN"," ",130007,1 
"18","01200","9999"," ","IN","Non-metro"," ",119185,1 
"18","01300","9999"," ","IN","Non-metro"," ",102431,1 
"18","01400","9999"," ","IN","Non-metro"," ",118855,1 
"18","01500","9999"," ","IN","Non-metro"," ",111972,1 
"18","01600","9999"," ","IN","Non-metro"," ",109257,1 
"18","01700","3850"," ","IN","Kokomo, IN"," ",101541,1 
"18","01800","3920"," ","IN","Lafayette, IN"," ",182821,1 
"18","01901","3480"," ","IN","Indianapolis, IN"," ",118791,1 
"18","01902","3480"," ","IN","Indianapolis, IN"," ",110056,1 
"18","02001","3480"," ","IN","Indianapolis, IN"," ",129797,1 
"18","02002","3480"," ","IN","Indianapolis, IN"," ",102397,1 
"18","02100","5280"," ","IN","Muncie, IN"," ",118769,1 
"18","02200","9999"," ","IN","Non-metro"," ",147006,1 
"18","02301","3480"," ","IN","Indianapolis, IN"," ",111961,1 
"18","02302","3480"," ","IN","Indianapolis, IN"," ",102324,1 
"18","02303","3480"," ","IN","Indianapolis, IN"," ",102068,1 
"18","02304","3480"," ","IN","Indianapolis, IN"," ",133461,1 
"18","02305","3480"," ","IN","Indianapolis, IN"," ",167055,1 
"18","02306","3480"," ","IN","Indianapolis, IN"," ",126021,1 
"18","02307","3480"," ","IN","Indianapolis, IN"," ",117564,1 
"18","02400","3480"," ","IN","Indianapolis, IN"," ",115209,1 
"18","02500","3480"," ","IN","Indianapolis, IN"," ",170782,1 
"18","02600","9999"," ","IN","Non-metro"," ",108203,1 
"18","02700","8320"," ","IN","Terre Haute, IN"," ",149192,1 
"18","02800","9999"," ","IN","Non-metro"," ",101196,1 
"18","02900","1020"," ","IN","Bloomington, IN"," ",120563,1 
"18","03000","9999"," ","IN","Non-metro"," ",127727,1 
"18","03100","9999"," ","IN","Non-metro"," ",125458,1 
"18","03200","1642","1640","IN","Cincinnati-Hamilton, OH-KY-IN (C)","Cincinnati, OH-KY-IN (P)",51732,0.435 
"18","03200","9999"," ","IN","Non-metro"," ",67293,0.565 
"18","03300","4520"," ","IN","Louisville, KY-IN"," ",119432,1 
"18","03400","4520"," ","IN","Louisville, KY-IN"," ",105148,1 
"18","03500","9999"," ","IN","Non-metro"," ",103194,1 
"18","03600","9999"," ","IN","Non-metro"," ",124301,1 
"18","03700","2440"," ","IN","Evansville-Henderson, IN-KY"," ",121582,1 
"18","03800","2440"," ","IN","Evansville-Henderson, IN-KY"," ",129784,1 
"19","00100","9999"," ","IA","Non-metro"," ",140838,1 
"19","00200","9999"," ","IA","Non-metro"," ",133820,1 
"19","00300","9999"," ","IA","Non-metro"," ",171790,1 
"19","00400","8920"," ","IA","Waterloo-Cedar Falls, IA"," ",128012,1 
"19","00500","2200"," ","IA","Dubuque, IA"," ",89143,0.454 
"19","00500","9999"," ","IA","Non-metro"," ",107036,0.546 
"19","00600","9999"," ","IA","Non-metro"," ",176911,1 
"19","00700","3500"," ","IA","Iowa City, IA"," ",111006,1 
"19","00800","1360"," ","IA","Cedar Rapids, IA"," ",191701,1 
"19","00900","9999"," ","IA","Non-metro"," ",101165,1 
"19","01000","9999"," ","IA","Non-metro"," ",134182,1 
"19","01100","7720"," ","IA","Sioux City, IA-NE"," ",103877,1 
"19","01200","5920"," ","IA","Omaha, NE-IA"," ",87704,0.48 
"19","01200","9999"," ","IA","Non-metro"," ",94827,0.52 
"19","01300","9999"," ","IA","Non-metro"," ",195489,1 
"19","01400","2120"," ","IA","Des Moines, IA"," ",198682,1 
"19","01500","2120"," ","IA","Des Moines, IA"," ",175919,1 
"19","01600","2120"," ","IA","Des Moines, IA"," ",40750,0.277 
"19","01600","9999"," ","IA","Non-metro"," ",106205,0.723 
"19","01700","2120"," ","IA","Des Moines, IA"," ",40671,0.328 
"19","01700","9999"," ","IA","Non-metro"," ",83284,0.672 
"19","01800","9999"," ","IA","Non-metro"," ",154644,1 
"19","01900","1960"," ","IA","Davenport-Moline-Rock Island, IA-IL"," ",158668,1 
"20","00100","9999"," ","KS","Non-metro"," ",102988,1 
"20","00200","9999"," ","KS","Non-metro"," ",103172,1 
"20","00300","9999"," ","KS","Non-metro"," ",154234,1 
"20","00400","3760"," ","KS","Kansas City, MO-KS"," ",68691,0.47 
"20","00400","9999"," ","KS","Non-metro"," ",77547,0.53 
"20","00500","3760"," ","KS","Kansas City, MO-KS"," ",157882,1 
"20","00601","3760"," ","KS","Kansas City, MO-KS"," ",133721,1 
"20","00602","3760"," ","KS","Kansas City, MO-KS"," ",105310,1 
"20","00603","3760"," ","KS","Kansas City, MO-KS"," ",109615,1 
"20","00604","3760"," ","KS","Kansas City, MO-KS"," ",102440,1 
"20","00700","3760"," ","KS","Kansas City, MO-KS"," ",28351,0.221 
"20","00700","4150"," ","KS","Lawrence, KS"," ",99962,0.779 
"20","00800","8440"," ","KS","Topeka, KS"," ",169871,1 
"20","00900","9999"," ","KS","Non-metro"," ",117245,1 
"20","01000","9999"," ","KS","Non-metro"," ",105105,1 
"20","01100","9999"," ","KS","Non-metro"," ",108581,1 
"20","01200","9999"," ","KS","Non-metro"," ",156077,1 
"20","01300","9040"," ","KS","Wichita, KS"," ",200110,1 
"20","01401","9040"," ","KS","Wichita, KS"," ",109857,1 
"20","01402","9040"," ","KS","Wichita, KS"," ",110569,1 
"20","01403","9040"," ","KS","Wichita, KS"," ",124684,1 
"20","01500","9999"," ","KS","Non-metro"," ",105475,1 
"20","01600","9999"," ","KS","Non-metro"," ",136931,1 
"21","00100","9999"," ","KY","Non-metro"," ",193495,1 
"21","00200","9999"," ","KY","Non-metro"," ",110606,1 
"21","00300","1660"," ","KY","Clarksville-Hopkinsville, TN-KY"," ",72265,0.689 
"21","00300","9999"," ","KY","Non-metro"," ",32648,0.311 
"21","00400","9999"," ","KY","Non-metro"," ",148510,1 
"21","00500","9999"," ","KY","Non-metro"," ",106715,1 
"21","00600","9999"," ","KY","Non-metro"," ",193452,1 
"21","00700","9999"," ","KY","Non-metro"," ",107348,1 
"21","00800","9999"," ","KY","Non-metro"," ",130922,1 
"21","00900","9999"," ","KY","Non-metro"," ",120656,1 
"21","01000","9999"," ","KY","Non-metro"," ",160532,1 
"21","01100","4280"," ","KY","Lexington, KY"," ",104016,0.609 
"21","01100","9999"," ","KY","Non-metro"," ",66697,0.391 
"21","01200","4280"," ","KY","Lexington, KY"," ",62249,0.479 
"21","01200","9999"," ","KY","Non-metro"," ",67625,0.521 
"21","01300","9999"," ","KY","Non-metro"," ",122679,1 
"21","01400","9999"," ","KY","Non-metro"," ",120523,1 
"21","01500","2440"," ","KY","Evansville-Henderson, IN-KY"," ",44829,0.423 
"21","01500","9999"," ","KY","Non-metro"," ",61065,0.577 
"21","01600","5990"," ","KY","Owensboro, KY"," ",91545,0.902 
"21","01600","9999"," ","KY","Non-metro"," ",9938,0.098 
"21","01701","4520"," ","KY","Louisville, KY-IN"," ",145037,1 
"21","01702","4520"," ","KY","Louisville, KY-IN"," ",102954,1 
"21","01703","4520"," ","KY","Louisville, KY-IN"," ",198417,1 
"21","01704","4520"," ","KY","Louisville, KY-IN"," ",104961,1 
"21","01705","4520"," ","KY","Louisville, KY-IN"," ",142235,1 
"21","01800","4520"," ","KY","Louisville, KY-IN"," ",107414,0.611 
"21","01800","9999"," ","KY","Non-metro"," ",68288,0.389 
"21","01901","4280"," ","KY","Lexington, KY"," ",111828,1 
"21","01902","4280"," ","KY","Lexington, KY"," ",148684,1 
"21","02000","4280"," ","KY","Lexington, KY"," ",52421,0.42 
"21","02000","9999"," ","KY","Non-metro"," ",72483,0.58 
"21","02100","9999"," ","KY","Non-metro"," ",131466,1 
"21","02200","3400"," ","KY","Huntington-Ashland, WV-KY-OH"," ",113532,0.836 
"21","02200","9999"," ","KY","Non-metro"," ",22317,0.164 
"21","02300","1642","1640","KY","Cincinnati-Hamilton, OH-KY-IN (C)","Cincinnati, OH-KY-IN (P)",103006,1 
"21","02400","1642","1640","KY","Cincinnati-Hamilton, OH-KY-IN (C)","Cincinnati, OH-KY-IN (P)",151464,1 
"21","02500","1642","1640","KY","Cincinnati-Hamilton, OH-KY-IN (C)","Cincinnati, OH-KY-IN (P)",116245,0.849 
"21","02500","9999"," ","KY","Non-metro"," ",20702,0.151 
"22","00101","7680"," ","LA","Shreveport-Bossier City, LA"," ",137078,1 
"22","00102","7680"," ","LA","Shreveport-Bossier City, LA"," ",115083,1 
"22","00200","7680"," ","LA","Shreveport-Bossier City, LA"," ",140141,1 
"22","00300","9999"," ","LA","Non-metro"," ",172767,1 
"22","00400","5200"," ","LA","Monroe, LA"," ",147250,1 
"22","00500","9999"," ","LA","Non-metro"," ",164106,1 
"22","00600","9999"," ","LA","Non-metro"," ",122522,1 
"22","00700","0220"," ","LA","Alexandria, LA"," ",126337,1 
"22","00800","9999"," ","LA","Non-metro"," ",152383,1 
"22","00900","3960"," ","LA","Lake Charles, LA"," ",183577,1 
"22","01000","3880"," ","LA","Lafayette, LA"," ",110257,1 
"22","01100","3880"," ","LA","Lafayette, LA"," ",139107,1 
"22","01200","3880"," ","LA","Lafayette, LA"," ",87700,0.712 
"22","01200","9999"," ","LA","Non-metro"," ",35434,0.288 
"22","01300","9999"," ","LA","Non-metro"," ",103079,1 
"22","01401","0760"," ","LA","Baton Rouge, LA"," ",102496,1 
"22","01402","0760"," ","LA","Baton Rouge, LA"," ",104139,1 
"22","01501","0760"," ","LA","Baton Rouge, LA"," ",105183,1 
"22","01502","0760"," ","LA","Baton Rouge, LA"," ",122635,1 
"22","01600","0760"," ","LA","Baton Rouge, LA"," ",168441,1 
"22","01700","9999"," ","LA","Non-metro"," ",100588,1 
"22","01801","5560"," ","LA","New Orleans, LA"," ",115878,1 
"22","01802","5560"," ","LA","New Orleans, LA"," ",107802,1 
"22","01803","5560"," ","LA","New Orleans, LA"," ",138125,1 
"22","01804","5560"," ","LA","New Orleans, LA"," ",122869,1 
"22","01901","5560"," ","LA","New Orleans, LA"," ",141746,1 
"22","01902","5560"," ","LA","New Orleans, LA"," ",102612,1 
"22","01903","5560"," ","LA","New Orleans, LA"," ",101690,1 
"22","01904","5560"," ","LA","New Orleans, LA"," ",102831,1 
"22","01905","5560"," ","LA","New Orleans, LA"," ",100573,1 
"22","02001","5560"," ","LA","New Orleans, LA"," ",89448,0.671 
"22","02001","9999"," ","LA","Non-metro"," ",43926,0.329 
"22","02002","5560"," ","LA","New Orleans, LA"," ",101820,1 
"22","02100","3350"," ","LA","Houma, LA"," ",89974,0.794 
"22","02100","9999"," ","LA","Non-metro"," ",23388,0.206 
"22","02200","3350"," ","LA","Houma, LA"," ",104503,1 
"22","02300","3880"," ","LA","Lafayette, LA"," ",48583,0.476 
"22","02300","9999"," ","LA","Non-metro"," ",53500,0.524 
"22","02400","5560"," ","LA","New Orleans, LA"," ",112332,1 
"22","02500","9999"," ","LA","Non-metro"," ",127073,1 
"23","00100","1122","6450","ME","Boston-Worcester-Lawrence, MA-NH-ME-CT (C)","Portsmouth-Rochester, NH-ME (P)",41375,0.23 
"23","00100","6400"," ","ME","Portland, ME"," ",3469,0.019 
"23","00100","9999"," ","ME","Non-metro"," ",134737,0.75 
"23","00200","6400"," ","ME","Portland, ME"," ",103715,1 
"23","00300","6400"," ","ME","Portland, ME"," ",136353,1 
"23","00400","9999"," ","ME","Non-metro"," ",101535,1 
"23","00500","9999"," ","ME","Non-metro"," ",124087,1 
"23","00600","9999"," ","ME","Non-metro"," ",117114,1 
"23","00700","4240"," ","ME","Lewiston-Auburn, ME"," ",90830,0.875 
"23","00700","9999"," ","ME","Non-metro"," ",12963,0.125 
"23","00800","9999"," ","ME","Non-metro"," ",135110,1 
"23","00900","0730"," ","ME","Bangor, ME"," ",90864,0.548 
"23","00900","9999"," ","ME","Non-metro"," ",74892,0.452 
"23","01000","9999"," ","ME","Non-metro"," ",107879,1 
"24","00100","1900"," ","MD","Cumberland, MD-WV"," ",74930,0.715 
"24","00100","9999"," ","MD","Non-metro"," ",29846,0.285 
"24","00200","8872","3180","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Hagerstown, MD (P)",131923,1 
"24","00300","8872","8840","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",195277,1 
"24","00400","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",150897,1 
"24","00501","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",109970,1 
"24","00502","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",106098,1 
"24","00503","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",108804,1 
"24","00504","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",109029,1 
"24","00505","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",101132,1 
"24","00506","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",111596,1 
"24","00507","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",107663,1 
"24","00601","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",118227,1 
"24","00602","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",100363,1 
"24","00700","6162","9160","MD","Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD (C)","Wilmington-Newark, DE-MD (P)",85951,0.817 
"24","00700","9999"," ","MD","Non-metro"," ",19197,0.183 
"24","00801","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",101737,1 
"24","00802","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",103215,1 
"24","00803","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",109058,1 
"24","00804","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",136085,1 
"24","00805","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",100631,1 
"24","00806","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",100428,1 
"24","00901","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",110187,1 
"24","00902","8872","0720","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Baltimore, MD (P)",137655,1 
"24","01001","8872","8840","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",103090,1 
"24","01002","8872","8840","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",114454,1 
"24","01003","8872","8840","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",153276,1 
"24","01004","8872","8840","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",167708,1 
"24","01005","8872","8840","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",123676,1 
"24","01006","8872","8840","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",107049,1 
"24","01007","8872","8840","MD","Washington-Baltimore, DC-MD-VA-WV (C)","Washington, DC-MD-VA-WV (P)",104088,1 
