GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35
Id,Id2,Geography,Total:,Male:,Male: - No schooling completed,Male: - Nursery to 4th grade,Male: - 5th and 6th grade,Male: - 7th and 8th grade,Male: - 9th grade,Male: - 10th grade,Male: - 11th grade,"Male: - 12th grade, no diploma",Male: - High school graduate (includes equivalency),"Male: - Some college, less than 1 year","Male: - Some college, 1 or more years, no degree",Male: - Associate degree,Male: - Bachelor's degree,Male: - Master's degree,Male: - Professional school degree,Male: - Doctorate degree,Female:,Female: - No schooling completed,Female: - Nursery to 4th grade,Female: - 5th and 6th grade,Female: - 7th and 8th grade,Female: - 9th grade,Female: - 10th grade,Female: - 11th grade,"Female: - 12th grade, no diploma",Female: - High school graduate (includes equivalency),"Female: - Some college, less than 1 year","Female: - Some college, 1 or more years, no degree",Female: - Associate degree,Female: - Bachelor's degree,Female: - Master's degree,Female: - Professional school degree,Female: - Doctorate degree
3800000US4150,4150,"Lawrence, KS MSA",53257,25935,77,19,48,374,220,307,287,600,5637,1462,4480,1168,6243,2594,1030,1389,27322,77,22,106,475,230,346,506,375,6222,1768,4319,1400,6764,3572,508,632
3800000US4200,4200,"Lawton, OK MSA",67220,33408,224,103,217,609,614,592,749,964,10124,3384,7035,2052,4386,1541,529,285,33812,220,126,356,911,611,1033,1107,1544,11052,3432,5623,1692,4376,1380,254,95
3800000US4240,4240,"Lewiston--Auburn, ME MSA",60906,28763,226,74,412,1869,929,912,735,750,11617,1909,3392,1703,2824,663,560,188,32143,264,133,550,2329,1188,1104,524,868,12578,2346,3505,2247,3138,1067,201,101
3800000US4280,4280,"Lexington, KY MSA",304749,145800,1280,1212,2323,6375,4123,4265,3434,3808,38469,7711,21972,6524,26229,9526,4758,3791,158949,953,799,1863,7050,4033,5109,4089,3946,43821,10287,22679,11215,25932,12715,2748,1710
3800000US4320,4320,"Lima, OH MSA",99762,48361,232,90,233,1475,1186,1574,1612,1377,21607,3624,5320,3230,4103,1609,784,305,51401,297,97,251,1565,1209,2003,1897,1403,22376,3445,5539,4713,4446,1654,427,79
3800000US4360,4360,"Lincoln, NE MSA",152747,75093,468,190,435,1114,1031,1294,1258,1873,18684,4866,12050,6574,16015,4821,2244,2176,77654,416,166,266,1364,917,1061,1133,1528,19875,6223,13552,6666,17088,5186,1285,928
3800000US4400,4400,"Little Rock--North Little Rock, AR MSA",376034,177073,1437,715,1816,4534,3720,4847,5096,7031,51348,12406,29681,8026,29784,8809,5456,2367,198961,1232,935,2014,5446,4080,6010,6164,7605,61448,16251,31298,9746,30867,11795,3003,1067
3800000US4420,4420,"Longview--Marshall, TX MSA",132113,61822,966,489,1167,1920,1815,2160,2227,2614,18910,4921,9841,3695,7461,2361,788,487,70291,761,349,991,2250,2199,2630,3105,2930,22147,6527,10960,4319,7736,2602,628,157
3800000US4472,4472,"Los Angeles--Riverside--Orange County, CA CMSA",10087457,4872001,177631,86118,252150,144176,141813,108434,129848,272997,907400,297299,747018,310971,806275,284179,141717,63975,5215456,206432,99936,268710,162359,151967,118799,140064,263448,1088204,383392,794048,373718,794552,252093,86762,30972
3800000US4520,4520,"Louisville, KY--IN MSA",682172,321022,2334,1164,2957,12292,9048,11544,9633,10892,99000,21822,46258,16980,48192,17147,8697,3062,361150,1950,1020,2657,15085,10218,13729,11368,11739,114539,29575,52531,22627,45424,22505,4868,1315
3800000US4600,4600,"Lubbock, TX MSA",141363,66768,1414,845,1451,2071,2014,2219,2098,2295,16545,4605,11285,2831,10816,3345,1515,1419,74595,1462,959,1496,2498,2316,2546,2331,2530,19193,6440,11826,3642,11747,3909,997,703
3800000US4640,4640,"Lynchburg, VA MSA",144024,67472,1183,534,1442,3788,2238,3132,2364,2389,20416,4349,8338,3533,8537,3355,1103,771,76552,920,447,1240,3967,2212,3310,2826,2287,25026,5254,10491,4595,9631,3207,846,293
3800000US4680,4680,"Macon, GA MSA",202641,93550,1124,658,1507,2702,2353,3439,3286,3882,30154,6654,13768,4522,12336,4255,1986,924,109091,1150,651,1594,4163,2924,4854,4437,3945,36794,8228,14442,5944,12315,5866,1324,460
3800000US4720,4720,"Madison, WI MSA",269998,131267,740,156,749,2391,1266,1495,1487,2682,28211,7076,18116,11391,32174,12970,4972,5391,138731,769,256,504,2367,1033,1500,1574,2208,32009,9834,19804,12657,34770,13787,3184,2475
3800000US4800,4800,"Mansfield, OH MSA",117563,57301,258,204,499,2215,1651,2491,2248,1859,25206,4095,6515,2858,4936,1399,639,228,60262,312,188,485,2221,1569,2603,2489,2031,27294,3738,6408,4226,4611,1526,471,90
3800000US4880,4880,"McAllen--Edinburg--Mission, TX MSA",304670,142547,11126,9880,15086,8980,7978,5143,5106,5997,28782,6471,14322,4221,11965,4101,2463,926,162123,14860,12373,19708,10939,8723,4329,4306,6427,32816,8915,14360,4489,13542,4819,1150,367
3800000US4890,4890,"Medford--Ashland, OR MSA",121155,57594,519,301,661,1171,1123,1513,1611,2008,16780,4717,10243,3322,8457,3151,1288,729,63561,236,227,531,1297,1033,2150,1829,1977,19663,6065,11503,3683,9116,3248,718,285
3800000US4900,4900,"Melbourne--Titusville--Palm Bay, FL MSA",339738,162304,540,341,1033,3182,2858,3924,4033,5144,42196,13266,26461,13886,28222,12251,3216,1751,177434,868,396,1131,3823,2709,4616,5025,6793,55912,17496,27576,16509,23394,8744,1673,769
3800000US4920,4920,"Memphis, TN--AR--MS MSA",707456,326760,4362,2150,5598,9725,7925,10411,11065,15752,89383,20720,54213,16374,51174,15969,8290,3649,380696,4075,2136,5040,12065,8609,13342,13071,17511,108330,29463,64860,20754,53945,20502,5234,1759
3800000US4940,4940,"Merced, CA MSA",116725,56472,4112,2030,3583,2570,1807,1824,2077,3004,13158,4035,7883,3674,4396,1473,682,164,60253,4496,1895,3275,3223,1797,2152,1684,2718,14743,5197,8517,4375,4486,1073,500,122
3800000US4992,4992,"Miami--Fort Lauderdale, FL CMSA",2618291,1229732,24553,12896,42877,43849,37058,34744,33275,88098,288096,69587,165633,78469,181897,62351,52631,13718,1388559,31459,17300,54350,52965,40068,37121,35351,96623,364317,91846,178028,99802,180604,66806,32213,9706
3800000US5082,5082,"Milwaukee--Racine, WI CMSA",1090663,515714,4290,1807,5727,12518,8291,13904,15346,19525,143334,35470,78147,34866,92956,30526,13561,5446,574949,4539,1920,4708,16659,9398,15395,17636,19286,178451,43688,80194,39784,101046,32241,7313,2691
3800000US5120,5120,"Minneapolis--St. Paul, MN--WI MSA",1903346,921972,7449,1487,5102,15931,9234,13898,13340,21600,224564,61613,155099,69143,217593,64238,27553,14128,981374,9800,1800,4000,18609,9288,13958,14602,19227,259341,84022,160609,76518,223123,62809,17033,6635
3800000US5140,5140,"Missoula, MT MSA",59298,29244,77,47,65,645,365,365,471,640,7715,1771,5906,1334,6309,1805,861,868,30054,59,22,66,518,370,561,505,568,8018,2353,5840,1567,6775,2076,433,323
3800000US5160,5160,"Mobile, AL MSA",346132,161657,1843,970,2257,5453,4898,6555,6249,7710,49068,9765,25068,7971,21859,6622,3600,1769,184475,1780,924,2006,5686,5908,7193,7806,8243,59182,13081,26718,11027,22865,9842,1539,675
3800000US5170,5170,"Modesto, CA MSA",264578,126028,4825,2625,5558,4570,3523,4319,5018,7087,32372,9438,19513,8039,12396,3733,2250,762,138550,5030,2743,5409,5375,4087,5264,5494,7500,36573,12575,20967,9495,13058,3289,1346,345
3800000US5200,5200,"Monroe, LA MSA",88430,40276,424,279,571,1437,1022,1646,1554,1814,12259,2800,6427,909,6022,1673,928,511,48154,347,402,565,1729,1286,1779,2067,1990,14249,3550,7631,1589,7060,3266,415,229
3800000US5240,5240,"Montgomery, AL MSA",212108,99616,1161,648,1427,2857,3060,3598,3614,4222,26879,5938,15693,4829,15343,6751,2404,1192,112492,999,645,1525,3423,3359,4040,4201,4677,31439,8851,16638,5946,17089,7924,1249,487
3800000US5280,5280,"Muncie, IN MSA",72444,33919,224,103,305,1175,952,1200,1082,1168,12831,2195,4340,1389,3536,1982,581,856,38525,261,84,316,1124,1155,1741,1490,950,14143,2952,4488,2013,4304,2750,307,447
3800000US5330,5330,"Myrtle Beach, SC MSA",136551,65578,496,464,939,2127,1674,2513,2012,2637,20162,5048,10162,4077,8932,2487,1246,602,70973,418,296,757,2145,1736,2622,2232,2675,23801,5816,10722,5456,8552,2805,686,254
3800000US5345,5345,"Naples, FL MSA",185357,90827,2192,1380,2454,2625,2251,2180,1951,3593,20703,5410,12925,4309,17734,6017,3885,1218,94530,1586,807,1631,2243,1947,1727,1854,3401,27940,7354,14699,6438,15966,4965,1496,476
3800000US5360,5360,"Nashville, TN MSA",800302,382415,3316,2106,5209,14319,9405,12272,12701,13844,102664,21740,58372,17100,73146,20649,10160,5412,417887,2820,1683,4153,15768,10819,14217,12996,13229,122549,30234,60266,23628,72681,24660,5733,2451
3800000US5520,5520,"New London--Norwich, CT--RI MSA",198081,95116,708,249,616,2614,2109,2790,2077,2670,30708,6981,12526,6457,13979,6707,2281,1644,102965,666,381,721,3651,2041,3004,2194,2794,33454,7995,12785,8111,14883,7821,1779,685
3800000US5560,5560,"New Orleans, LA MSA",850631,394610,5136,2947,6740,16099,11488,16259,13910,18761,104482,23941,64057,15155,59076,18020,13885,4654,456021,4670,2785,7075,17668,12039,16148,17216,21064,136824,31611,72449,20206,63713,22897,7170,2486
3800000US5602,5602,"New York--Northern New Jersey--Long Island, NY--NJ--CT--PA CMSA",14142132,6572516,117300,52502,146270,206335,149782,170639,163670,331940,1645263,338562,770544,330130,1230116,552140,257872,109451,7569616,146002,74020,174254,265239,169712,192132,189316,364797,2109145,422483,822081,476639,1296931,644044,162922,59899
3800000US5720,5720,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",981300,466357,2907,1819,4592,10770,8173,13744,12747,13795,128664,41251,81639,31022,70307,30411,9646,4870,514943,3155,1979,5181,13087,10331,16448,15594,16209,143471,46050,89161,35977,80429,29463,6066,2342
3800000US5790,5790,"Ocala, FL MSA",187187,88000,683,435,1124,3785,2956,3966,3400,3906,29860,6675,13030,4978,7952,2950,1626,674,99187,667,367,1064,3289,2932,4327,3737,4175,37411,8293,13547,6954,8174,3016,1012,222
3800000US5800,5800,"Odessa--Midland, TX MSA",142764,67209,1957,1133,2871,2448,2296,2400,2299,2339,16241,5177,10647,3600,9961,2287,1187,366,75555,1836,1251,2952,3092,2391,3040,2869,2589,19294,7756,11461,4588,9298,2482,517,139
3800000US5880,5880,"Oklahoma City, OK MSA",684005,326466,3035,1634,4601,7794,6802,8515,9395,11629,85193,26166,57766,16982,55459,18304,8889,4302,357539,2446,1361,3799,8888,8000,11047,10766,12196,104700,34507,60149,19396,54303,19706,4113,2162
3800000US5920,5920,"Omaha, NE--IA MSA",451736,217029,1541,961,2242,4590,3551,4449,4251,5489,57155,15693,37600,14605,43244,13039,6252,2367,234707,1319,633,1582,4856,3507,4780,4493,5947,70384,20698,39403,15718,44242,12877,3065,1203
3800000US5960,5960,"Orlando, FL MSA",1083496,521405,4525,3088,6623,12320,11484,15926,13429,22627,133512,36876,80370,38328,95656,29211,12456,4974,562091,4585,3294,6767,14114,12145,16040,15686,24038,164649,44731,82647,46965,89958,26729,7410,2333
3800000US5990,5990,"Owensboro, KY MSA",59745,27806,203,106,277,1372,630,1173,876,754,10657,2126,3409,1163,3516,948,439,157,31939,209,61,177,1624,906,1340,850,958,11835,2630,4064,2177,3009,1770,246,83
3800000US6015,6015,"Panama City, FL MSA",99771,48259,332,227,418,1360,1347,1703,1524,1907,14338,3949,7984,3645,5734,2361,955,475,51512,295,238,504,1596,1545,2122,1821,1977,16212,5079,7920,4092,5283,2199,491,138
3800000US6020,6020,"Parkersburg--Marietta, WV--OH MSA",103467,48537,223,104,280,2056,1257,1727,1159,1252,19528,3718,6620,2564,4903,1949,823,374,54930,279,106,362,2458,1557,1926,1885,1303,22102,4416,6659,4243,4968,2005,565,96
3800000US6080,6080,"Pensacola, FL MSA",267876,129543,903,535,1111,3286,2845,3903,3651,4184,35679,10530,21855,10116,19466,7112,2882,1485,138333,1113,736,1502,3501,3771,4968,4717,4701,40901,12356,21017,12325,18099,6569,1497,560
3800000US6120,6120,"Peoria--Pekin, IL MSA",228109,107632,613,373,663,3850,2043,3129,2598,2746,33761,9941,15803,6875,16458,5585,2081,1113,120477,653,289,476,4857,2609,3543,3217,3299,39051,12097,17917,9481,15941,5019,1605,423
3800000US6162,6162,"Philadelphia--Wilmington--Atlantic City, PA--NJ--DE--MD CMSA",4079483,1901923,18654,8096,19260,46072,41655,64301,62666,81630,573201,111508,221542,94803,339299,125026,59785,34425,2177560,20278,8921,20785,59828,46126,76030,74777,89049,724889,142051,238572,138407,345601,137132,39031,16083
3800000US6200,6200,"Phoenix--Mesa, AZ MSA",2054059,1009195,15415,9311,28861,29113,22792,23150,23099,39544,219391,75367,177774,68139,179629,61226,25236,11148,1044864,13642,7734,22739,29908,20406,24643,23345,37402,263309,102048,188052,73817,161650,57631,13145,5393
3800000US6240,6240,"Pine Bluff, AR MSA",53132,25422,407,202,420,1135,784,1155,1111,1237,9140,1531,3798,790,2525,579,382,226,27710,379,282,429,1320,843,1203,1177,1293,9360,1966,3892,945,3221,1043,257,100
3800000US6280,6280,"Pittsburgh, PA MSA",1643114,759697,4516,1366,4208,21283,13658,22653,18902,21970,273724,41831,81820,50876,126543,45664,19661,11022,883417,5110,1824,5324,29763,17066,27210,24547,26077,345659,57584,89554,64898,122013,48293,13629,4866
3800000US6320,6320,"Pittsfield, MA MSA",59627,27594,138,50,213,625,546,621,602,841,9740,2061,3127,1776,4340,1908,678,328,32033,175,76,276,787,858,861,845,1033,11038,2283,3814,2897,4257,2182,443,208
3800000US6340,6340,"Pocatello, ID MSA",43285,20980,66,66,62,415,331,581,386,577,5392,1436,4503,1537,3461,1107,605,455,22305,102,46,87,388,347,613,728,596,5825,2095,4681,1626,3645,1090,239,197
3800000US6400,6400,"Portland, ME MSA",167256,78880,443,139,353,1802,1148,1444,1270,1836,21492,4855,10828,6057,16885,6225,3174,929,88376,364,173,279,1697,1114,1625,1155,1617,26258,5652,11371,8150,19320,7236,1809,556
3800000US6442,6442,"Portland--Salem, OR--WA CMSA",1470754,717858,7961,4382,10702,14724,11291,15363,14790,23823,164611,55840,131710,50210,137087,47363,18802,9199,752896,7475,3601,8181,15780,11190,15922,15575,21976,191247,77830,138786,51055,133560,45314,11001,4403
3800000US6480,6480,"Providence--Fall River--Warwick, RI--MA MSA",789909,366720,6495,4542,6723,15516,14544,14596,10535,14747,99878,21090,39091,25023,59173,21595,8462,4710,423189,8202,5678,7860,19828,17345,16536,11867,14224,122402,28016,47084,31518,58377,26389,5644,2219
3800000US6520,6520,"Provo--Orem, UT MSA",166240,82350,418,266,813,790,663,1074,1449,1963,13826,5862,17921,7325,18467,6770,2000,2743,83890,378,305,681,583,773,1261,1775,1985,18029,7777,19267,8763,17441,3803,697,372
3800000US6560,6560,"Pueblo, CO MSA",92080,43926,613,257,683,1757,1055,1164,1263,1415,13275,3293,7491,3194,5252,1981,875,358,48154,467,288,688,1808,1289,1533,1478,1441,15245,4148,7346,4002,5722,2141,397,161
3800000US6580,6580,"Punta Gorda, FL MSA",113071,53119,317,171,349,1573,1254,2149,1656,2410,17332,4122,8360,2790,6523,2438,1204,471,59952,235,106,292,1590,1224,1964,1753,3142,23011,5251,8300,3845,5813,2310,843,273
3800000US6640,6640,"Raleigh--Durham--Chapel Hill, NC MSA",763470,366381,3886,2774,7209,8725,8032,9318,7981,9803,71989,17372,47329,23990,89121,33320,11950,13582,397089,3018,2122,5018,8728,6902,9742,8859,9420,84042,25471,55111,29534,98431,36486,7660,6545
3800000US6660,6660,"Rapid City, SD MSA",55535,26812,183,55,38,936,447,493,454,711,7767,1924,4783,1946,4529,1477,682,387,28723,138,46,84,729,417,569,668,799,8508,2396,5121,2450,4912,1445,365,76
3800000US6680,6680,"Reading, PA MSA",248864,118803,1176,555,1474,5858,4207,5153,4009,3760,45697,5905,11007,6821,14897,5108,2194,982,130061,1323,475,1276,6966,4439,5989,4539,3452,52282,7584,11552,7354,15057,5451,1958,364
3800000US6690,6690,"Redding, CA MSA",107272,50576,541,184,337,1209,835,1453,1745,2146,13623,4736,10000,4429,6013,1655,1267,403,56696,499,166,309,1237,1043,1857,1999,2392,16035,6510,10692,5487,6105,1524,685,156
3800000US6720,6720,"Reno, NV MSA",221837,111532,1544,527,2603,2088,2125,2259,2631,4562,27026,8588,21983,7486,18054,5700,2846,1510,110305,1422,477,2006,1895,1981,2401,2610,4495,28815,10360,21193,8142,17054,5423,1372,659
3800000US6740,6740,"Richland--Kennewick--Pasco, WA MSA",114996,57017,1488,940,1872,1510,1465,1416,1341,1771,12683,3977,8436,4765,9290,3944,714,1405,57979,1127,780,1404,1564,1187,1599,1440,2005,14856,5559,9551,5438,7644,2998,572,255
3800000US6760,6760,"Richmond--Petersburg, VA MSA",657222,305899,2660,1519,4237,10101,7452,10261,9385,9835,78537,19101,43248,14512,61385,20895,8509,4262,351323,2871,1348,3433,10114,7717,11401,11658,10218,93948,26941,54847,19918,66466,22541,5875,2027
3800000US6800,6800,"Roanoke, VA MSA",164642,75985,489,367,1167,3538,2140,2800,2420,2511,22074,4886,10369,5079,11489,3673,2282,701,88657,467,254,987,3668,2056,3109,2788,2654,27440,7029,12685,6683,12994,4138,1347,358
3800000US6820,6820,"Rochester, MN MSA",80277,38630,230,42,172,945,624,483,440,508,9340,2460,5625,3160,8161,3073,2499,868,41647,418,32,116,1078,438,493,472,648,9910,3247,6624,4907,8883,2805,1147,429
3800000US6840,6840,"Rochester, NY MSA",715476,337588,2722,1042,3020,8250,7277,10998,9878,10810,94235,21370,39572,30822,58877,25441,7732,5542,377888,3096,1286,3175,9617,7166,11580,10655,11366,114402,25417,42751,41059,56648,32331,5223,2116
3800000US6880,6880,"Rockford, IL MSA",241181,115562,1101,741,1720,3922,2947,4262,3552,4018,37789,9750,16225,6883,14759,4998,2409,486,125619,933,556,1312,3952,3094,4170,3902,4240,43997,12192,16863,8403,14660,5727,1444,174
3800000US6895,6895,"Rocky Mount, NC MSA",93270,42448,726,655,1423,2155,1825,2299,1824,1737,14509,2256,4689,2089,4460,1034,489,278,50822,846,414,1184,2581,1878,2387,2557,1805,18202,3408,5585,3286,4881,1322,335,151
3800000US6922,6922,"Sacramento--Yolo, CA CMSA",1138839,544188,10209,3585,8537,9988,7912,11157,12126,21296,116403,41482,97305,46466,100465,33570,15552,8135,594651,12455,3917,9058,11631,8330,11348,12666,21669,137666,57976,109801,53546,99539,30830,10191,4028
3800000US6960,6960,"Saginaw--Bay City--Midland, MI MSA",262841,123687,904,296,726,4258,2888,4285,4162,3374,43138,9925,17422,7931,14981,5570,2232,1595,139154,1001,316,687,5058,2934,5064,4443,3438,49176,12050,19167,12532,15886,5583,1355,464
3800000US6980,6980,"St. Cloud, MN MSA",98308,48754,258,55,226,2971,840,926,764,1138,16772,3306,7779,3445,6780,1840,978,676,49554,266,76,269,3231,622,650,603,908,16333,4196,8437,3628,7414,2106,468,347
3800000US7000,7000,"St. Joseph, MO MSA",66430,31733,162,103,125,1458,712,1218,994,905,12609,2357,4559,1115,3584,1102,470,260,34697,214,41,159,1809,605,1164,1142,1149,13005,3091,4790,1529,4191,1449,266,93
3800000US7040,7040,"St. Louis, MO--IL MSA",1692997,789471,5323,2046,4964,29140,14453,22416,20409,26272,217061,58249,120191,48491,137467,52772,20320,9897,903526,5366,2171,5621,42209,19321,28918,25152,27392,268354,82218,132172,56239,135351,57266,11274,4502
3800000US7120,7120,"Salinas, CA MSA",244128,124349,7385,3738,9041,4134,3738,3510,4783,5753,22589,7251,17270,7220,16056,6786,3203,1892,119779,6369,3706,7722,3938,3500,2710,2310,4724,22765,8536,17906,8591,17585,6699,2019,699
3800000US7160,7160,"Salt Lake City--Ogden, UT MSA",746141,369310,3096,1519,4450,3932,5616,7311,8736,13535,79956,28811,73266,27060,71063,24955,10197,5807,376831,2712,1333,3549,4547,5453,7375,8495,11783,102406,37899,75269,30104,63860,15986,3916,2144
3800000US7200,7200,"San Angelo, TX MSA",63430,29542,810,409,987,927,861,1014,958,1043,7827,2072,4720,1496,4410,1230,504,274,33888,728,471,925,1311,1060,1290,1087,1184,10302,3152,4713,1712,4525,1156,169,103
3800000US7240,7240,"San Antonio, TX MSA",977822,460972,10995,6321,14972,15264,14290,12239,12593,14762,108705,32886,75576,29624,68701,26829,12393,4822,516850,13562,8492,17933,20299,16466,14309,13574,15883,136350,43985,80570,28685,71471,26801,6159,2311
3800000US7320,7320,"San Diego, CA MSA",1773327,866034,15669,8213,22888,15731,15128,14920,15881,32664,166224,60392,157210,65245,166686,62124,28441,18618,907293,19483,10566,28756,19427,18426,17287,18262,35548,185816,73809,162843,69428,164307,57384,17300,8651
3800000US7362,7362,"San Francisco--Oakland--San Jose, CA CMSA",4764188,2329986,49294,20377,56928,42789,36737,34992,37953,89981,391979,130034,361872,156422,539923,235761,80813,64131,2434202,58651,25177,60604,49026,37402,38834,37692,89224,449091,167653,379816,186844,564528,204288,58188,27184
3800000US7460,7460,"San Luis Obispo--Atascadero--Paso Robles, CA MSA",159196,79761,989,582,1426,1318,1482,2107,2327,2767,16851,6134,15051,6413,13947,4579,2271,1517,79435,762,523,1100,1136,792,1468,1623,2562,17877,7744,15585,8070,13701,4661,1351,480
3800000US7480,7480,"Santa Barbara--Santa Maria--Lompoc, CA MSA",246729,120967,3136,2150,5543,3251,2404,2247,2820,4847,21798,7094,18872,8812,21708,9442,3731,3112,125762,3215,1851,4805,2952,2626,2326,2641,4406,25143,9522,21525,10147,22745,8384,2118,1356
3800000US7490,7490,"Santa Fe, NM MSA",100692,48351,584,301,1247,1165,835,943,851,1315,8524,2551,7385,2436,9779,5111,1805,3519,52341,471,161,956,1084,1085,816,1014,1272,10333,3408,8292,3465,11196,6429,1426,933
3800000US7510,7510,"Sarasota--Bradenton, FL MSA",449591,209186,1717,753,2334,5495,4668,6354,5302,8026,57827,14472,32612,11101,35795,12547,7221,2962,240405,1504,681,1883,5154,3831,6730,5992,8517,80981,19512,36887,16753,34168,12729,3884,1199
3800000US7520,7520,"Savannah, GA MSA",185311,87030,981,564,1090,2500,2354,3074,3026,4115,25085,6388,13053,3861,13606,3985,2326,1022,98281,858,557,1216,2746,2748,3596,3590,4168,28736,7438,14851,5804,15014,5126,1242,591
3800000US7560,7560,"Scranton--Wilkes-Barre--Hazleton, PA MSA",434889,202253,1442,394,1445,6786,5492,7931,6299,6931,81641,12012,20609,13667,23873,8241,4027,1463,232636,1408,426,2249,9968,6548,9390,6817,7134,99989,14450,21513,14822,24075,9896,3252,699
3800000US7602,7602,"Seattle--Tacoma--Bremerton, WA CMSA",2351904,1150894,8198,2962,7498,15484,13106,18612,18939,34465,255465,88083,206115,89855,254230,86608,32827,18447,1201010,10367,3432,8323,17128,14085,20938,20630,33461,286586,110960,215820,99282,250558,80509,20798,8133
3800000US7610,7610,"Sharon, PA MSA",81499,38344,212,88,219,1396,1101,1606,1204,1033,17004,1880,3905,1783,4354,1553,623,383,43155,175,99,189,1597,1081,1446,1331,1119,19819,2386,4114,2619,4837,1607,603,133
3800000US7620,7620,"Sheboygan, WI MSA",74561,36786,409,70,213,1284,796,952,1126,1001,14405,2803,4373,2492,4637,1464,545,216,37775,481,66,135,1677,646,908,896,945,15374,2738,4756,2659,4932,1204,303,55
3800000US7640,7640,"Sherman--Denison, TX MSA",72382,34021,344,125,703,1247,1091,1101,1032,1135,9325,2944,5682,2636,4307,1387,624,338,38361,381,122,468,1279,1203,1331,1451,1295,12384,3688,6047,2888,3837,1582,266,139
3800000US7680,7680,"Shreveport--Bossier City, LA MSA",247935,113878,1294,847,1379,3319,2529,3861,5030,5492,37086,8023,18125,4203,14372,4702,2725,891,134057,1416,677,1951,4207,3417,4833,6387,5768,43957,10063,20297,6498,16809,6041,1284,452
3800000US7720,7720,"Sioux City, IA--NE MSA",77035,37083,544,351,1134,1399,1137,1030,1020,1345,12733,2694,4863,1992,4564,1251,895,131,39952,560,292,649,1268,1112,1065,1170,1184,14401,3313,5451,2556,4832,1567,442,90
3800000US7760,7760,"Sioux Falls, SD MSA",108493,52602,256,92,291,1777,868,1034,1129,1084,16193,3498,8356,3626,10103,2551,1326,418,55891,263,53,177,1902,724,848,884,979,17194,4503,9579,5075,10714,2204,607,185
3800000US7800,7800,"South Bend, IN MSA",166060,77969,588,247,737,2026,1788,2878,2419,2570,24012,5772,10396,3995,12290,5080,1725,1446,88091,644,241,690,2578,2575,3448,3282,2524,29889,6279,11616,5628,11603,5516,920,658
3800000US7840,7840,"Spokane, WA MSA",266829,128293,654,179,519,2267,1630,2517,2562,3681,33485,10587,22874,12910,21638,7517,3498,1775,138536,658,268,471,2763,1899,2681,2699,3641,37943,12713,26453,14011,21874,8157,1586,719
3800000US7880,7880,"Springfield, IL MSA",134918,62410,257,106,216,1560,1016,1492,1345,1660,18131,4817,8624,3840,11793,4748,2015,790,72508,238,153,191,1957,1101,1685,1435,1656,24337,7161,8927,5162,12545,4507,1084,369
3800000US7920,7920,"Springfield, MO MSA",208235,99026,532,220,448,3404,2120,3136,2767,2811,32109,6956,16985,4205,15430,4503,2254,1146,109209,370,169,430,4280,2954,3412,3135,3144,35029,9343,18057,5556,15849,5378,1514,589
3800000US8000,8000,"Springfield, MA MSA",377418,174502,2660,1245,2072,5268,5235,5498,5054,6087,53955,11513,19715,12200,24927,11535,4199,3339,202916,3010,1362,2733,6547,5531,5786,5431,6443,62766,14183,22036,18086,29033,14831,3071,2067
3800000US8050,8050,"State College, PA MSA",74785,37573,129,57,159,1134,645,836,736,853,11925,1281,3407,1686,7093,3690,797,3145,37212,131,30,87,1157,590,828,749,710,13367,1985,3287,1885,6946,3871,491,1098
3800000US8080,8080,"Steubenville--Weirton, OH--WV MSA",93176,43347,251,98,309,1816,1100,1353,1219,1228,20336,3003,4920,2159,3628,1152,543,232,49829,366,108,462,2513,1361,1869,1480,1619,22718,3285,4804,3554,3851,1338,448,53
3800000US8120,8120,"Stockton--Lodi, CA MSA",333572,161284,6621,2967,6963,5324,4329,5063,6291,9837,40034,12222,25266,11912,16260,4560,2620,1015,172288,7798,2901,5754,6072,4773,5605,6452,9203,44128,15899,26205,13485,17616,4203,1736,458
3800000US8140,8140,"Sumter, SC MSA",64144,29836,525,380,946,1263,986,1391,1051,1409,8392,2121,4412,2319,3079,1107,332,123,34308,549,444,752,1278,1118,1519,1465,1425,10612,2545,4819,2276,3779,1433,215,79
3800000US8160,8160,"Syracuse, NY MSA",471490,223196,1298,519,1507,6263,5617,8070,7034,7277,69982,14314,25259,19163,34320,13840,5570,3163,248294,1527,577,1601,6576,5542,7561,7301,7916,81986,17025,27253,26792,32508,18726,3947,1456
3800000US8240,8240,"Tallahassee, FL MSA",166469,77884,733,465,992,1526,1184,1879,1902,2465,16024,4586,10342,5179,16914,7595,3102,2996,88585,619,497,844,1784,1383,1858,2365,2951,20323,6471,11710,7247,18440,8635,1962,1496
3800000US8280,8280,"Tampa--St. Petersburg--Clearwater, FL MSA",1694489,796827,7111,3943,9469,23311,20566,26331,25163,35112,222895,56979,118574,54610,124408,40490,20288,7577,897662,6994,3574,9409,24794,21315,29730,27838,39453,286196,75888,127992,69735,118661,39318,12947,3818
